sample	patient	hgp	image_path	pixels_per_micrometre	n_retained_spots	n_liver_like	n_near_interface_tumour	n_deep_tumour	n_other_tumour_side	shared_spot_source
Sample5	PT44	rHGP	E-MTAB-12043/Sample5/outs/spatial/tissue_hires_image.png	0.299327984063237	2484	828	476	349	3	figureS4_spots.tsv.gz
